AIRLINE,AIRLINE_CODE,ORIGIN,DEST,TAXI_OUT,TAXI_IN,CANCELLED,CANCELLATION_CODE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Frontier Airlines Inc.,F9,DEN,CLE,33.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,SAN,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DEN,CYS,12.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,SAN,10.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLE,DFW,14.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SNA,SMF,8.0,2.0,0.0,,1.0,0.0,0.0,0.0,14.0
Delta Air Lines Inc.,DL,SFO,SEA,16.0,8.0,0.0,,1.0,0.0,0.0,0.0,28.0
Republic Airline,YX,IAH,PNS,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,ORD,SEA,14.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,PSP,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,MEM,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,MHT,41.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,BNA,ORD,17.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,PHX,ABQ,20.0,9.0,0.0,,91.0,0.0,3.0,0.0,0.0
Delta Air Lines Inc.,DL,ORF,ATL,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LAS,MIA,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,BHM,CLT,12.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,BNA,ATL,17.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SJC,LAX,18.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,VPS,DFW,16.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,IAD,MSP,41.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,SMF,ORD,13.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,LGA,16.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,EGE,DEN,13.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,FLL,CLT,22.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,CLT,MSP,12.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,OMA,LGA,26.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DFW,CYS,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PHL,IAH,25.0,8.0,0.0,,0.0,0.0,20.0,0.0,0.0
Frontier Airlines Inc.,F9,RSW,ORD,13.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SAN,SMF,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,AEX,DFW,27.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,DFW,SDF,19.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BDL,BWI,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,ORF,26.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,JFK,SYR,41.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MAF,DAL,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,MSP,26.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,TYS,DTW,15.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,AVL,CLT,8.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,SDF,21.0,10.0,0.0,,17.0,0.0,0.0,0.0,0.0
Republic Airline,YX,ORD,DCA,20.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DEN,DFW,31.0,13.0,0.0,,28.0,0.0,9.0,0.0,49.0
Southwest Airlines Co.,WN,OAK,BLI,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,IAD,MSP,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCO,IND,13.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SNA,DEN,12.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,EWR,PDX,30.0,7.0,0.0,,16.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,CHS,HOU,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,TUS,ATL,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,CVG,ATL,13.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,RIC,ATL,13.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,MSY,PHL,9.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,DFW,LAS,19.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,SAV,JFK,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,GSP,BWI,8.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MSP,GRR,14.0,5.0,0.0,,0.0,28.0,0.0,0.0,0.0
Envoy Air,MQ,CLE,ORD,9.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,MYR,BLV,18.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,TPA,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,LBE,MCO,8.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,MIA,EWR,11.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DCA,SDF,25.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BOS,MSY,16.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,HPN,DCA,14.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,BLV,VPS,9.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,LAS,17.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,GRR,BWI,22.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LGA,STL,57.0,5.0,0.0,,0.0,0.0,27.0,0.0,0.0
Southwest Airlines Co.,WN,LAS,SFO,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,BOI,SMF,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,PSC,SEA,11.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORD,PHX,39.0,5.0,0.0,,0.0,36.0,6.0,0.0,0.0
United Air Lines Inc.,UA,DEN,PHX,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ATL,RSW,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,DCA,BOS,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PIT,DCA,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,PHX,DEN,15.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ORD,SLC,14.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LAS,MCI,15.0,4.0,0.0,,30.0,0.0,0.0,0.0,95.0
SkyWest Airlines Inc.,OO,LAX,MRY,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,DFW,FSD,23.0,22.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,JFK,MCO,28.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,BZN,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,ATL,29.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LAX,SJC,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,PHL,DAY,22.0,81.0,0.0,,0.0,0.0,75.0,0.0,0.0
Republic Airline,YX,BOS,LGA,18.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LGA,MIA,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,TLH,ATL,25.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,PHX,TUS,15.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,PBI,EWR,11.0,9.0,0.0,,24.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,LGA,MCO,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,SAT,DFW,12.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SEA,SMF,19.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LAX,BOS,19.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,MCO,SJU,14.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,GJT,DEN,18.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,CLE,22.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,SLC,45.0,3.0,0.0,,35.0,0.0,12.0,0.0,0.0
Delta Air Lines Inc.,DL,MIA,LGA,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LAS,LAX,20.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SAN,LAX,15.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,SJU,JFK,13.0,12.0,0.0,,12.0,0.0,9.0,0.0,0.0
SkyWest Airlines Inc.,OO,DEN,FAR,32.0,24.0,0.0,,0.0,0.0,26.0,0.0,0.0
American Airlines Inc.,AA,CLT,VPS,14.0,4.0,0.0,,0.0,21.0,0.0,0.0,1.0
United Air Lines Inc.,UA,SFO,DEN,50.0,4.0,0.0,,6.0,0.0,20.0,0.0,177.0
SkyWest Airlines Inc.,OO,ORD,TYS,22.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,JFK,FLL,20.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,ILM,25.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,CMH,12.0,6.0,0.0,,20.0,0.0,0.0,0.0,1.0
Endeavor Air Inc.,9E,CVG,LGA,14.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,BNA,11.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SFO,TUS,11.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,ELP,13.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,SAT,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,ATL,LAS,12.0,3.0,0.0,,47.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SEA,SLC,20.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,DFW,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,SFO,PHX,12.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ECP,BNA,7.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,SMF,12.0,5.0,0.0,,6.0,0.0,0.0,0.0,31.0
United Air Lines Inc.,UA,DEN,SAN,11.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DCA,IAH,30.0,12.0,0.0,,125.0,0.0,17.0,0.0,0.0
Republic Airline,YX,DTW,DCA,19.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,EYW,BOS,17.0,6.0,0.0,,0.0,0.0,16.0,0.0,17.0
JetBlue Airways,B6,SFO,JFK,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SFO,SEA,19.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,MSY,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,DCA,LGA,19.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,BWI,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,CVG,ORD,34.0,27.0,0.0,,0.0,0.0,107.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,SRQ,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,BWI,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,LAS,27.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SEA,SFO,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,TPA,21.0,7.0,0.0,,40.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,OGG,HNL,7.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,LGA,DTW,37.0,12.0,0.0,,32.0,0.0,19.0,0.0,0.0
American Airlines Inc.,AA,JFK,CLT,15.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,LGA,CMH,11.0,6.0,0.0,,0.0,0.0,0.0,0.0,40.0
Allegiant Air,G4,BNA,PIA,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,AUS,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SFO,LAS,16.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,DCA,PWM,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,XNA,19.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,PHL,TPA,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CMH,DFW,15.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DEN,STL,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MSY,DAL,7.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SJU,FLL,13.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,DFW,BRO,27.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,PHX,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,67.0
Delta Air Lines Inc.,DL,BHM,ATL,12.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,CKB,ORD,13.0,11.0,0.0,,51.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,HOU,OAK,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,SMX,LAS,4.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,TTN,ATL,19.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,RIC,CLT,28.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DTW,FWA,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORD,SFO,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,VPS,DFW,11.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,LAX,JFK,15.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,FLL,23.0,9.0,0.0,,15.0,0.0,1.0,0.0,0.0
Spirit Air Lines,NK,BOS,MYR,25.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,GNV,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,IND,DTW,31.0,8.0,0.0,,69.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DEN,BHM,18.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SEA,SFO,16.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,PVD,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,HNL,ITO,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,OAK,LAS,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,LAS,SEA,19.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,CHA,ORD,28.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,MSP,DLH,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCI,MDW,8.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,ICT,13.0,3.0,0.0,,14.0,0.0,0.0,0.0,1.0
JetBlue Airways,B6,MKE,BOS,11.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,FLL,RIC,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,MIA,11.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,IAH,ICT,11.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORF,CLT,18.0,14.0,0.0,,876.0,0.0,8.0,0.0,0.0
American Airlines Inc.,AA,SMF,PHX,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,MKE,LGA,19.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LAS,SNA,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,IAH,CVG,27.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,RAP,MSP,43.0,7.0,0.0,,0.0,0.0,17.0,0.0,0.0
American Airlines Inc.,AA,LAS,LAX,14.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,JAN,ATL,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SJC,SAN,14.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EUG,ORD,11.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,CVG,ATL,22.0,6.0,0.0,,265.0,0.0,16.0,0.0,0.0
Delta Air Lines Inc.,DL,MOB,ATL,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,TPA,JFK,12.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,SEA,PSC,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,CDV,YAK,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORD,CLT,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,SAF,PHX,29.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,MSO,AZA,13.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,OAK,SNA,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,GSO,ORD,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,FLL,DAL,11.0,32.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCO,SJU,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,SAN,PAE,14.0,3.0,0.0,,0.0,0.0,20.0,0.0,0.0
Spirit Air Lines,NK,MCO,BWI,13.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,LAX,IAD,22.0,4.0,0.0,,0.0,0.0,18.0,0.0,0.0
American Airlines Inc.,AA,ORD,RDU,16.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LAS,OKC,70.0,4.0,0.0,,0.0,66.0,58.0,0.0,31.0
JetBlue Airways,B6,ORH,JFK,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,PHL,8.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,BUF,10.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,OMA,DTW,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,SMF,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ATL,DAL,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,OMA,8.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,MDT,CLT,26.0,22.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SNA,PHX,11.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,ALB,MCO,13.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,BTR,23.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,MCO,ORD,98.0,14.0,0.0,,0.0,22.0,112.0,0.0,36.0
Delta Air Lines Inc.,DL,ATL,ORD,10.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,CLT,EWR,26.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,MCO,DEN,14.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,PVD,DCA,13.0,12.0,0.0,,7.0,0.0,2.0,0.0,15.0
Endeavor Air Inc.,9E,JAN,ATL,8.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,HOU,DEN,6.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,DFW,BHM,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLE,PHL,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,BUF,IAD,11.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,BNA,LGA,10.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,CLE,18.0,12.0,0.0,,5.0,0.0,4.0,0.0,55.0
Allegiant Air,G4,LAS,AZA,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,SFO,JFK,19.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,MIA,BWI,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,STL,TPA,19.0,5.0,0.0,,18.0,0.0,1.0,0.0,62.0
Alaska Airlines Inc.,AS,SEA,SJC,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,HRL,10.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,LAS,DSM,18.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,BOS,CLE,20.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LAX,ORD,28.0,6.0,0.0,,10.0,0.0,0.0,0.0,33.0
ExpressJet Airlines LLC d/b/a aha!,EV,LFT,IAH,59.0,7.0,0.0,,0.0,0.0,26.0,0.0,0.0
SkyWest Airlines Inc.,OO,GSO,LGA,43.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ATL,BNA,25.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DCA,ORD,15.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,GSP,DTW,17.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DTW,GRR,17.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SFO,LAS,11.0,13.0,0.0,,5.0,0.0,0.0,0.0,18.0
SkyWest Airlines Inc.,OO,IAH,AMA,11.0,6.0,0.0,,100.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,BUF,CLT,8.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,LEX,PGD,11.0,5.0,0.0,,104.0,0.0,0.0,0.0,0.0
